Index,Review,Sentence,Fit,Size,Material,Comfortability,Quality,Price,Color,General
2903,,"Thick enough to not be see through, but do not make you feel stuffy.",0,0,1,0,0,0,0,0
2904,,The high waist on them makes them very comfortable and flattering.,0,0,0,1,0,0,0,0
2905,Nice. Little thin.,Nice.,0,0,0,0,0,0,0,1
2906,,Little thin.,0,0,1,0,0,0,0,0
2907,This is my favorite shirt. Its great for working out and great for not working out. Id buy a couple more if I could! Super cute.,This is my favorite shirt.,0,0,0,0,0,0,0,1
2908,,Its great for working out and great for not working out.,0,0,0,0,0,0,0,1
2909,,Id buy a couple more if I could ,0,0,0,0,0,0,0,1
2910,,Super cute.,0,0,0,0,0,0,0,1
2911,So comfortable love these pants!,So comfortable love these pants ,0,0,0,1,0,0,0,0
2912,"Normally I am too sweaty for sleeves, but this top breathes great.","Normally I am too sweaty for sleeves, but this top breathes great.",0,0,0,0,0,0,0,1
2913,Love under amour. Nice quality. Finally found one that is a mom size. Worn for first layer snowmobiling at -50 wind chills. Hasnt failed keeping me warn yet.,Love under amour.,0,0,0,0,0,0,0,1
2914,,Nice quality.,0,0,0,0,1,0,0,0
2915,,Finally found one that is a mom size.,0,1,0,0,0,0,0,0
2916,,Worn for first layer snowmobiling at  50 wind chills.,0,0,0,0,0,0,0,1
2917,,Hasnt failed keeping me warn yet.,0,0,0,0,0,0,0,1
2918,It was a great perfect fit not to small and not to big,It was a great perfect fit not to small and not to big,1,1,0,0,0,0,0,0
2919,Excellent quality product.,Excellent quality product.,0,0,0,0,1,0,0,0
2920,love this. comfortable and breathy. great for the gym.,love this.,0,0,0,0,0,0,0,1
2921,,comfortable and breathy.,0,0,1,1,0,0,0,0
2922,,great for the gym.,0,0,0,0,0,0,0,1
2923,dont rely on picture the picture clearly shows compressed its not compressed nor t fitted its kind of loose but other than that great shirt thank you,dont rely on picture the picture clearly shows compressed its not compressed nor t fitted its kind of loose but other than that great shirt thank you,1,0,0,0,0,0,0,0
2924,"Great shirt, and great fit, they just sent me the wrong style and I hate the castle of sending stuff back. They sent me a solid color instead of the strips. Sometimes I think they do this on purpose when they are out of stock on a popular style, knowing most of us hate the hustle of sending it back.","Great shirt, and great fit, they just sent me the wrong style and I hate the castle of sending stuff back.",1,0,0,0,0,0,0,0
2925,,They sent me a solid color instead of the strips.,0,0,0,0,0,0,1,0
2926,,"Sometimes I think they do this on purpose when they are out of stock on a popular style, knowing most of us hate the hustle of sending it back.",0,0,0,0,0,0,0,1
2927,Love them!!!! These are super comfortable and very soft! I ordered them after I saw the Scary Mommy blog say they were THE most comfortable yoga pants and they were correct!,Love them    ,0,0,0,0,0,0,0,1
2928,,These are super comfortable and very soft ,0,0,1,1,0,0,0,0
2929,,I ordered them after I saw the Scary Mommy blog say they were THE most comfortable yoga pants and they were correct ,0,0,0,1,0,0,0,0
2930,Acceptable fit and wears well,Acceptable fit and wears well,1,0,0,0,0,0,0,0
2931,Is for men?,Is for men ,0,0,0,0,0,0,0,1
2932,Great socks love the design,Great socks love the design,0,0,0,0,0,0,0,1
2933,We returned one because it was too big and our dealing with the seller was a very happy one. EXCELLENT customer service! Great shirt. The other one fits like a charm.,We returned one because it was too big and our dealing with the seller was a very happy one.,0,0,0,0,0,0,0,1
2934,,EXCELLENT customer service ,0,0,0,0,0,0,0,1
2935,,Great shirt.,0,0,0,0,0,0,0,1
2936,,The other one fits like a charm.,1,0,0,0,0,0,0,0
2937,First the drawstring had to be fished out so that it could be used. The shorts are smaller than the previous versions I have bought and still have. Most aggravated by the drawstring. I would not recommend this product.,First the drawstring had to be fished out so that it could be used.,0,0,0,0,0,0,0,1
2938,,The shorts are smaller than the previous versions I have bought and still have.,0,1,0,0,0,0,0,0
2939,,Most aggravated by the drawstring.,0,0,0,0,0,0,0,1
2940,,I would not recommend this product.,0,0,0,0,0,0,0,1
2941,"Lunarglides are my favorite sneakers. I probably have at least ten pairs of lunarglides 6-8, and I have over 150 sneakers.",Lunarglides are my favorite sneakers.,0,0,0,0,0,0,0,1
2942,,"I probably have at least ten pairs of lunarglides 6 8, and I have over 150 sneakers.",0,0,0,0,0,0,0,1
2943,This should mandatory reading for every young person. Most people spend their whole life trying to adjust to this sick society. And they wonder why they are never happy and contented.,This should mandatory reading for every young person.,0,0,0,0,0,0,0,1
2944,,Most people spend their whole life trying to adjust to this sick society.,0,0,0,0,0,0,0,1
2945,,And they wonder why they are never happy and contented.,0,0,0,0,0,0,0,1
2946,Shirt was great looking but it fit a bit snug. Ordered the larger size and fit like a glove.,Shirt was great looking but it fit a bit snug.,0,0,0,0,0,0,0,1
2947,,Ordered the larger size and fit like a glove.,1,1,0,0,0,0,0,0
2948,Most comfortable sweats Ive ever owned.,Most comfortable sweats Ive ever owned.,0,0,0,1,0,0,0,0
2949,"Love these. I had some old champion volleyball shorts and it was time for an upgrade, plus I was looking for something with a little more coverage to play in the lake in. Whenever reviews have told me to size up Ive listened and been burned, so I went with my normal size which is a Small. They fit perfectly. Of course theyre snug, but theyre compression shorts. Being snug is how they offer support and are supposed to fit that way. I suppose if youre in between sizes you should size up, but I am a solid Size S and couldnt be happier with these shorts! I cant wait to wear them on the lake and hiking and to the gym. The neon green waistband is super flattering and actually makes me look tan!",Love these.,0,0,0,0,0,0,0,1
2950,,"I had some old champion volleyball shorts and it was time for an upgrade, plus I was looking for something with a little more coverage to play in the lake in.",0,0,0,0,0,0,0,1
2951,,"Whenever reviews have told me to size up Ive listened and been burned, so I went with my normal size which is a Small.",0,1,0,0,0,0,0,0
2952,,They fit perfectly.,1,0,0,0,0,0,0,0
2953,,"Of course theyre snug, but theyre compression shorts.",0,0,0,0,0,0,0,1
2954,,Being snug is how they offer support and are supposed to fit that way.,1,0,0,0,0,0,0,0
2955,,"I suppose if youre in between sizes you should size up, but I am a solid Size S and couldnt be happier with these shorts ",0,1,0,0,0,0,0,0
2956,,I cant wait to wear them on the lake and hiking and to the gym.,0,0,0,0,0,0,0,1
2957,,The neon green waistband is super flattering and actually makes me look tan ,0,0,0,0,0,0,0,1
2958,great,great,0,0,0,0,0,0,0,1
2959,"Love these!!!! Im 510"" and typically need at least a 36"" inseam, these are perfect for those of us that struggle to find long yoga pants. Very nice material, and super comfortable!! I ordered them in medium tall, ordering more tonight!",Love these    ,0,0,0,0,0,0,0,1
2960,,"Im 510  and typically need at least a 36  inseam, these are perfect for those of us that struggle to find long yoga pants.",0,0,0,0,0,0,0,1
2961,,"Very nice material, and super comfortable  ",0,0,1,1,0,0,0,0
2962,,"I ordered them in medium tall, ordering more tonight ",0,1,0,0,0,0,0,0
2963,The material is so soft and comfortable to wear. It fits well. I would buy it again.,The material is so soft and comfortable to wear.,0,0,1,0,0,0,0,0
2964,,It fits well.,1,0,0,0,0,0,0,0
2965,,I would buy it again.,0,0,0,0,0,0,0,1
2966,"Perfect item to keep you warm for outdoor workouts in the winter months. The inside is super soft and fleecy, more so than my older cold gear Under Armours. Price is also the best I could find. Highly recommend.",Perfect item to keep you warm for outdoor workouts in the winter months.,0,0,0,0,0,0,0,1
2967,,"The inside is super soft and fleecy, more so than my older cold gear Under Armours.",0,0,1,0,0,0,0,0
2968,,Price is also the best I could find.,0,0,0,0,0,1,0,0
2969,,Highly recommend.,0,0,0,0,0,0,0,1
2970,Came in what appeared to be original package. It us a great fit. Have used it twice and couldnt be more pleased.,Came in what appeared to be original package.,0,0,0,0,0,0,0,1
2971,,It us a great fit.,1,0,0,0,0,0,0,0
2972,,Have used it twice and couldnt be more pleased.,0,0,0,0,0,0,0,1
2973,"They feel great. Thick material, well made.",They feel great.,0,0,0,0,0,0,0,1
2974,,"Thick material, well made.",0,0,1,0,0,0,0,0
2975,Material wasnt quite as soft as shirts I bought a couple of years ago.,Material wasnt quite as soft as shirts I bought a couple of years ago.,0,0,1,0,0,0,0,0
2976,"these socks are the best. thick, cushioned, and dont slip around on the foot",these socks are the best.,0,0,0,0,0,0,0,1
2977,,"thick, cushioned, and dont slip around on the foot",0,0,1,0,0,0,0,0
2978,My favorite yoga pants!,My favorite yoga pants ,0,0,0,0,0,0,0,1
2979,"5 star t-shirt for the price we paid! This shirt is a bit thinner than my husbands old Russell Athletic brand shirts he loves but I wouldnt say its especially thin. Like no thinner than any of his Hanes or FOL shirts...

Gorgeous royal blue! Fit is on point. For reference, he is 6 ft tall and weighs about 240 lb. We ordered his usual size XXL.

Washes and drys nicely. No immediate fading or pilling. Smile. Buy with confidence. Hope this is helpful!",5 star t shirt for the price we paid ,0,0,0,0,0,1,0,0
2980,,This shirt is a bit thinner than my husbands old Russell Athletic brand shirts he loves but I wouldnt say its especially thin.,0,1,0,0,0,0,0,0
2981,,Like no thinner than any of his Hanes or FOL shirts...  Gorgeous royal blue ,0,0,1,0,0,0,0,0
2982,,Fit is on point.,1,0,0,0,0,0,0,0
2983,,"For reference, he is 6 ft tall and weighs about 240 lb.",0,0,0,0,0,0,0,1
2984,,We ordered his usual size XXL.,0,1,0,0,0,0,0,0
2985,,Washes and drys nicely.,0,0,0,0,0,0,0,1
2986,,No immediate fading or pilling.,0,0,0,0,0,0,0,1
2987,,Smile.,0,0,0,0,0,0,0,1
2988,,Buy with confidence.,0,0,0,0,0,0,0,1
2989,,Hope this is helpful ,0,0,0,0,0,0,0,1
2990,Arrived way before the date expected. Fit perfect.,Arrived way before the date expected.,0,0,0,0,0,0,0,1
2991,,Fit perfect.,1,0,0,0,0,0,0,0
2992,"Looks like I bought it right from Dicks, definitley an authentic Nike visor.","Looks like I bought it right from Dicks, definitley an authentic Nike visor.",0,0,0,0,0,0,0,1
2993,"I have a hard time finding petite length pants for my 5 2"" height. These definitely did NOT seem like petite length even though they said they were on the tag. I didnt literally measure the inseam, but I would bet money that it was longer than 29"". Also, they seemed a bit small. Otherwise, they would have been great.",I have a hard time finding petite length pants for my 5 2  height.,0,1,0,0,0,0,0,0
2994,,These definitely did NOT seem like petite length even though they said they were on the tag.,0,1,0,0,0,0,0,0
2995,,"I didnt literally measure the inseam, but I would bet money that it was longer than 29 .",0,1,0,0,0,0,0,0
2996,,"Also, they seemed a bit small.",0,1,0,0,0,0,0,0
2997,,"Otherwise, they would have been great.",0,0,0,0,0,0,0,1
2998,Perfect,Perfect,0,0,0,0,0,0,0,1
2999,Perfect !!! Delivery is fast too!!! Thanks!!!????,Perfect    ,0,0,0,0,0,0,0,1
3000,,Delivery is fast too   ,0,0,0,0,0,0,0,1
3001,,Thanks      ,0,0,0,0,0,0,0,1
3002,"Love the pants, but they are navy. Description says black/white.","Love the pants, but they are navy.",0,0,0,0,0,0,1,0
3003,,Description says black white.,0,0,0,0,0,0,1,0
3004,It is very comfortable and every time I wear them it makes me want to run. :),It is very comfortable and every time I wear them it makes me want to run.,0,0,0,1,0,0,0,0
3005,My daughter wears these for basketball and its the only brand that fits her properly! True to size and fit.,My daughter wears these for basketball and its the only brand that fits her properly ,1,0,0,0,0,0,0,0
3006,,True to size and fit.,1,1,0,0,0,0,0,0
3007,Love! Now I want the gray!,Love ,0,0,0,0,0,0,0,1
3008,,Now I want the gray ,0,0,0,0,0,0,1,0
3009,"Received fast, on-time and as advertised. I would suggest you check sizes on under armour website, it helps to ensure you order the proper size!","Received fast, on time and as advertised.",0,0,0,0,0,0,0,1
3010,,"I would suggest you check sizes on under armour website, it helps to ensure you order the proper size ",0,1,0,0,0,0,0,0
3011,"Exactly what picture shows. I usually wear a small in shirts, but I fit as a medium for Nike sports bras.",Exactly what picture shows.,0,0,0,0,0,0,0,1
3012,,"I usually wear a small in shirts, but I fit as a medium for Nike sports bras.",1,1,0,0,0,0,0,0
3013,The knee tore the first time my son slid to first base. Probably not best used during baseball. Otherwise it seemed to be good quality.,The knee tore the first time my son slid to first base.,0,0,0,0,0,0,0,1
3014,,Probably not best used during baseball.,0,0,0,0,0,0,0,1
3015,,Otherwise it seemed to be good quality.,0,0,0,0,1,0,0,0
3016,fit perfectly,fit perfectly,1,0,0,0,0,0,0,0
3017,"comfy, and nice thick fabric.
Really durable.","comfy, and nice thick fabric.",0,0,1,1,0,0,0,0
3018,,Really durable.,0,0,0,0,0,0,0,1
3019,"First of all, the packaging is so cute. They felt like gifts!
Originally I got them to wear in gym, they felt bery soft and comfy. Later on I brought them to a camping trip and the performance completely exceeded my expectation. I was wearing them while sleeping in a tent and they kept me warm at night. I also wore them while hiking, they havent got a single scratch on despite the condition of wild woods.
An absolute Best Buy!","First of all, the packaging is so cute.",0,0,0,0,0,0,0,1
3020,,They felt like gifts ,0,0,0,0,0,0,0,1
3021,,"Originally I got them to wear in gym, they felt bery soft and comfy.",0,0,1,1,0,0,0,0
3022,,Later on I brought them to a camping trip and the performance completely exceeded my expectation.,0,0,0,0,0,0,0,1
3023,,I was wearing them while sleeping in a tent and they kept me warm at night.,0,0,0,0,0,0,0,1
3024,,"I also wore them while hiking, they havent got a single scratch on despite the condition of wild woods.",0,0,0,0,0,0,0,1
3025,,An absolute Best Buy ,0,0,0,0,0,0,0,1
3026,verynice,verynice,0,0,0,0,0,0,0,1
3027,"Great sports bra but if you are a medium, get the large size. Fits much better","Great sports bra but if you are a medium, get the large size.",0,1,0,0,0,0,0,0
3028,,Fits much better,1,0,0,0,0,0,0,0
3029,"brought this for a brother and it fits well and feels great. its becoming warmer out there and more out door activities to do. this one shirt for hiking, racquetball and other sports are good, feel cool and comfortable.",brought this for a brother and it fits well and feels great.,1,0,0,0,0,0,0,0
3030,,its becoming warmer out there and more out door activities to do.,0,0,0,0,0,0,0,1
3031,,"this one shirt for hiking, racquetball and other sports are good, feel cool and comfortable.",0,0,0,1,0,0,0,0
3032,Perfect.,Perfect.,0,0,0,0,0,0,0,1
3033,"I originally found this brand in a store and was lucky to find them online. By far the best for the price, great quality, looks just like the image and color, and fits as expected. Great buy!",I originally found this brand in a store and was lucky to find them online.,0,0,0,0,0,0,0,1
3034,,"By far the best for the price, great quality, looks just like the image and color, and fits as expected.",1,0,0,0,1,1,1,0
3035,,Great buy ,0,0,0,0,0,0,0,1
3036,"This is so CUTE! Vertigo has been my fave brand of sweats for a while now. They are stylish, wash well and are made from super soft cotton.",This is so CUTE ,0,0,0,0,0,0,0,1
3037,,Vertigo has been my fave brand of sweats for a while now.,0,0,0,0,0,0,0,1
3038,,"They are stylish, wash well and are made from super soft cotton.",0,0,1,0,0,0,0,0
3039,"If you have wide feet not too good , but i work nitecrew and theyre comfortable, so not so bad of a shoe.","If you have wide feet not too good , but i work nitecrew and theyre comfortable, so not so bad of a shoe.",0,0,0,1,0,0,0,0
3040,These are great for every day wear. My husband said he needed a little time to break them in so they werent tight but they were still very comfortable.,These are great for every day wear.,0,0,0,0,0,0,0,1
3041,,My husband said he needed a little time to break them in so they werent tight but they were still very comfortable.,1,0,0,1,0,0,0,0
3042,size to small..,size to small..,0,1,0,0,0,0,0,0
3043,son loves these,son loves these,0,0,0,0,0,0,0,1
3044,"The other reviews are pretty accurate in regards to the size. I wear a 30-32 and even got a size higher (medium), and they were still incredibly tight. I will say over a couple of weeks of use they loosen up a bit, but I would definitely know my size from a sporting goods store before purchase. In regards to the material feel and function, theyre great.",The other reviews are pretty accurate in regards to the size.,0,1,0,0,0,0,0,0
3045,,"I wear a 30 32 and even got a size higher  medium , and they were still incredibly tight.",1,1,0,0,0,0,0,0
3046,,"I will say over a couple of weeks of use they loosen up a bit, but I would definitely know my size from a sporting goods store before purchase.",0,1,0,0,0,0,0,0
3047,,"In regards to the material feel and function, theyre great.",0,0,1,0,0,0,0,0
3048,"The pants are a bit hotter (the material doesnt breathe much) and a bit longer than anticipated, but comfortable and the length is okay (workable) due to the tapered style.","The pants are a bit hotter  the material doesnt breathe much  and a bit longer than anticipated, but comfortable and the length is okay  workable  due to the tapered style.",0,1,1,1,0,0,0,0
3049,Perfect pants. Stay up when youÃ¢â‚¬â„¢re running and are squat proof. true to size,Perfect pants.,0,0,0,0,0,0,0,1
3050,,Stay up when you   re running and are squat proof.,0,0,0,0,0,0,0,1
3051,,true to size,0,1,0,0,0,0,0,0
3052,"I really like them, but beware of one odd factor when buying yours.
I bought a pair at a Nike outlet store and thus could try them on. I normally buy a Medium if its long enough. But after trying them on, I took a Large and definitely couldnt have gone a size smaller. Im 61"" and 178lbs with a 33 waist.
I spoke with a sales guy there who was athletically built and he confirmed for me that he also buys a full size up in these particular compression pants.
So I strongly recommend buying one size up.
Also, others have noted that these are constricting in the groin. I agree. Youll notice the cut has a low ""drop"", meaning they have a short distance from the bottom of the crotch to the waist band. Thats what makes them feel constricted and is one more element to the fit that requires buying one size larger than normal.
Obvs, Im only talking about the mens version here.","I really like them, but beware of one odd factor when buying yours.",0,0,0,0,0,0,0,1
3053,,I bought a pair at a Nike outlet store and thus could try them on.,0,0,0,0,0,0,0,1
3054,,I normally buy a Medium if its long enough.,0,1,0,0,0,0,0,0
3055,,"But after trying them on, I took a Large and definitely couldnt have gone a size smaller.",0,1,0,0,0,0,0,0
3056,,Im 61  and 178lbs with a 33 waist.,0,0,0,0,0,0,0,1
3057,,I spoke with a sales guy there who was athletically built and he confirmed for me that he also buys a full size up in these particular compression pants.,0,1,0,0,0,0,0,0
3058,,So I strongly recommend buying one size up.,0,1,0,0,0,0,0,0
3059,,"Also, others have noted that these are constricting in the groin.",0,0,0,0,0,0,0,1
3060,,I agree.,0,0,0,0,0,0,0,1
3061,,"Youll notice the cut has a low  drop , meaning they have a short distance from the bottom of the crotch to the waist band.",0,0,0,0,0,0,0,1
3062,,Thats what makes them feel constricted and is one more element to the fit that requires buying one size larger than normal.,1,1,0,0,0,0,0,0
3063,,"Obvs, Im only talking about the mens version here.",0,0,0,0,0,0,0,1
3064,Beautiful Green! Great workout and volley shorts!,Beautiful Green ,0,0,0,0,0,0,1,0
3065,,Great workout and volley shorts ,0,0,0,0,0,0,0,1
3066,"Fitting seems like half a size bigger than stated, the round neck collar tends to be loose. Not a huge fan.","Fitting seems like half a size bigger than stated, the round neck collar tends to be loose.",1,1,0,0,0,0,0,0
3067,,Not a huge fan.,0,0,0,0,0,0,0,1
3068,Nice fit.,Nice fit.,1,0,0,0,0,0,0,0
3069,"I bought these for a convention I was going to be working and doing A LOT of walking around. I was worried that I might need to break them in to get them comfortable, and I received them the day I left to go and wore them on the first day of the convention. They were SOOO Comfortable!! I was walking about 20,000 steps a day for about 4/5 days. So worth the purchase and super cute!",I bought these for a convention I was going to be working and doing A LOT of walking around.,0,0,0,0,0,0,0,1
3070,,"I was worried that I might need to break them in to get them comfortable, and I received them the day I left to go and wore them on the first day of the convention.",0,0,0,1,0,0,0,0
3071,,They were SOOO Comfortable  ,0,0,0,1,0,0,0,0
3072,,"I was walking about 20,000 steps a day for about 4 5 days.",0,0,0,0,0,0,0,1
3073,,So worth the purchase and super cute ,0,0,0,0,0,0,0,1
3074,The quality is top notch. The material is very good and holds firm on regular use. The jacket keeps me reasonably warm when i substitute with a jacket as I live in upstate NY. Good deal and looks it would last for 2 years.,The quality is top notch.,0,0,0,0,1,0,0,0
3075,,The material is very good and holds firm on regular use.,0,0,1,0,0,0,0,0
3076,,The jacket keeps me reasonably warm when i substitute with a jacket as I live in upstate NY.,0,0,0,0,0,0,0,1
3077,,Good deal and looks it would last for 2 years.,0,0,0,0,0,0,0,1
3078,Very comfortable,Very comfortable,0,0,0,1,0,0,0,0
3079,LOVE IT!!,LOVE IT ,0,0,0,0,0,0,0,1
3080,Sharp looking comfortable sneaker,Sharp looking comfortable sneaker,0,0,0,1,0,0,0,0
3081,"These leggings are so comfortable and stretchy. I was really excited about them and was planning to order another pair until the first time I wore them I developed a hole in the seams. This is why I gave three stars, comfort would be 5 stars.",These leggings are so comfortable and stretchy.,0,0,1,1,0,0,0,0
3082,,I was really excited about them and was planning to order another pair until the first time I wore them I developed a hole in the seams.,0,0,0,0,0,0,0,1
3083,,"This is why I gave three stars, comfort would be 5 stars.",0,0,0,1,0,0,0,0
3084,optimun quality!,optimun quality ,0,0,0,0,1,0,0,0
3085,nike is nike,nike is nike,0,0,0,0,0,0,0,1
3086,These are my new favorite pair of leggings. I got them in black on black and black and white. Highly recommended!!,These are my new favorite pair of leggings.,0,0,0,0,0,0,0,1
3087,,I got them in black on black and black and white.,0,0,0,0,0,0,1,0
3088,,Highly recommended ,0,0,0,0,0,0,0,1
3089,"Although Ive always found good quality products bearing the Nike logo in the past, it didnt happen this time. I know its a gamble buying clothing by mail order. Sometimes you win, sometimes you lose.","Although Ive always found good quality products bearing the Nike logo in the past, it didnt happen this time.",0,0,0,0,1,0,0,0
3090,,I know its a gamble buying clothing by mail order.,0,0,0,0,0,0,0,1
3091,,"Sometimes you win, sometimes you lose.",0,0,0,0,0,0,0,1
3092,I didnt realize they didnt have a strap but still super comfy!,I didnt realize they didnt have a strap but still super comfy ,0,0,0,1,0,0,0,0
3093,"I DONT LIKE IT, ITS MORE DARK GREY THAN BLACK BUT DON,T KNOW HOW TO RETURN IT NO PAPER WORK WITH IT WHAT CAN I DO?","I DONT LIKE IT, ITS MORE DARK GREY THAN BLACK BUT DON,T KNOW HOW TO RETURN IT NO PAPER WORK WITH IT WHAT CAN I DO ",0,0,0,0,0,0,1,0
3094,"Great comfortable fit and lightweight fabric, solid and strong. Gift, recipient loved them.","Great comfortable fit and lightweight fabric, solid and strong.",1,0,1,1,0,0,0,0
3095,,"Gift, recipient loved them.",0,0,0,0,0,0,0,1
3096,Very light weight and comfortable.,Very light weight and comfortable.,0,0,1,1,0,0,0,0
3097,56 and 150 lbs. large fit great. Very comfy and great quality. Glad I bought them.,56 and 150 lbs.,0,0,0,0,0,0,0,1
3098,,large fit great.,1,1,0,0,0,0,0,0
3099,,Very comfy and great quality.,0,0,0,1,1,0,0,0
3100,,Glad I bought them.,0,0,0,0,0,0,0,1
3101,Just what we expected. Thank you.,Just what we expected.,0,0,0,0,0,0,0,1
3102,,Thank you.,0,0,0,0,0,0,0,1
3103,I love the fit.. it doesnt make me sweat easily. Great for heavy duty use.,I love the fit.. it doesnt make me sweat easily.,1,0,0,0,0,0,0,0
3104,,Great for heavy duty use.,0,0,0,0,0,0,0,1
3105,Love the therma-fit. Warm but breathes well. I wear medium T shirt but got Large this to wear while golfing etc.,Love the therma fit.,1,0,0,0,0,0,0,0
3106,,Warm but breathes well.,0,0,1,0,0,0,0,0
3107,,I wear medium T shirt but got Large this to wear while golfing etc.,0,1,0,0,0,0,0,0
3108,They didnt fit the way the size chart said they would. I was disappointed,They didnt fit the way the size chart said they would.,1,0,0,0,0,0,0,0
3109,,I was disappointed,0,0,0,0,0,0,0,1
3110,"Fits great, meets expectation of fine Nike quaility!!","Fits great, meets expectation of fine Nike quaility ",1,0,0,0,1,0,0,0
3111,"The pants fit well, except for the crotch, which grabs. Color is great.","The pants fit well, except for the crotch, which grabs.",1,0,0,0,0,0,0,0
3112,,Color is great.,0,0,0,0,0,0,1,0
3113,Really comfy,Really comfy,0,0,0,1,0,0,0,0
3114,Comfortable and good fit! 59 and the tall large are long on me!,Comfortable and good fit ,1,0,0,1,0,0,0,0
3115,,59 and the tall large are long on me ,0,1,0,0,0,0,0,0
3116,These are exceptional tops. I have purchased 3 now. Light weight. Breathable. Wick moisture. All as advertised.,These are exceptional tops.,0,0,0,0,0,0,0,1
3117,,I have purchased 3 now.,0,0,0,0,0,0,0,1
3118,,Light weight.,0,0,1,0,0,0,0,0
3119,,Breathable.,0,0,1,0,0,0,0,0
3120,,Wick moisture.,0,0,0,0,0,0,0,1
3121,,All as advertised.,0,0,0,0,0,0,0,1
3122,Best running shoe Ive ever worn,Best running shoe Ive ever worn,0,0,0,0,0,0,0,1
3123,Good to go! Very comfortable and fit as expected.,Good to go ,0,0,0,0,0,0,0,1
3124,,Very comfortable and fit as expected.,1,0,0,1,0,0,0,0
3125,Like it but smaller than the Penguin zipper wallet I ordered a few years back. That is a plus and a minus depending on your need. Good quality and a little still but breaking in.,Like it but smaller than the Penguin zipper wallet I ordered a few years back.,0,0,0,0,0,0,0,1
3126,,That is a plus and a minus depending on your need.,0,0,0,0,0,0,0,1
3127,,Good quality and a little still but breaking in.,0,0,0,0,1,0,0,0
3128,These are great quality - small fit well for my 6yo boy,These are great quality   small fit well for my 6yo boy,1,0,0,0,1,0,0,0
3129,These are great! Really comfortable! Exactly what I expected them to be!,These are great ,0,0,0,0,0,0,0,1
3130,,Really comfortable ,0,0,0,1,0,0,0,0
3131,,Exactly what I expected them to be ,0,0,0,0,0,0,0,1
3132,Great track under wear!,Great track under wear ,0,0,0,0,0,0,0,1
3133,I love them! The fabric is thick and not see-through. The color is beautiful! They rock.,I love them ,0,0,0,0,0,0,0,1
3134,,The fabric is thick and not see through.,0,0,1,0,0,0,0,0
3135,,The color is beautiful ,0,0,0,0,0,0,1,0
3136,,They rock.,0,0,0,0,0,0,0,1
3137,This cap fit with style...,This cap fit with style...,1,0,0,0,0,0,0,0
3138,Exactly what I expected.,Exactly what I expected.,0,0,0,0,0,0,0,1
3139,So pleased with this order! Im a female (52) & I needed some baggy sweatpants so I thought these would be great. They are a loose fit but thats how I like it. The cuffs at the bottom are also very helpful because of how short I am lol,So pleased with this order ,0,0,0,0,0,0,0,1
3140,,Im a female  52    I needed some baggy sweatpants so I thought these would be great.,0,0,0,0,0,0,0,1
3141,,They are a loose fit but thats how I like it.,1,0,0,0,0,0,0,0
3142,,The cuffs at the bottom are also very helpful because of how short I am lol,0,0,0,0,0,0,0,1
3143,"Pants are very comfortable, texture and fabric look is very nice. Comfortable for relaxing, or post workout but also work for everyday stuff like shopping and running errands. Go well with high top converse. However they run somewhat big, I dont mind the pants being baggy, but the pants were also somewhat long, I am 55.","Pants are very comfortable, texture and fabric look is very nice.",0,0,1,1,0,0,0,0
3144,,"Comfortable for relaxing, or post workout but also work for everyday stuff like shopping and running errands.",0,0,0,1,0,0,0,0
3145,,Go well with high top converse.,0,0,0,0,0,0,0,1
3146,,"However they run somewhat big, I dont mind the pants being baggy, but the pants were also somewhat long, I am 55.",0,0,0,0,0,0,0,1
3147,Very fashionable light weight knit shirt.Nice pattern and true to color as shown and described.,Very fashionable light weight knit shirt.Nice pattern and true to color as shown and described.,0,0,1,0,0,0,1,0
3148,"Came a few days earlier. Genuine Nike, slightly smaller than other small nike products. Maybe order a size up? Anyways great product.",Came a few days earlier.,0,0,0,0,0,0,0,1
3149,,"Genuine Nike, slightly smaller than other small nike products.",0,1,0,0,0,0,0,0
3150,,Maybe order a size up ,0,1,0,0,0,0,0,0
3151,,Anyways great product.,0,0,0,0,0,0,0,1
3152,Very comfortable. Light weight,Very comfortable.,0,0,0,1,0,0,0,0
3153,,Light weight,0,0,1,0,0,0,0,0
3154,"Comfortable and long lasting, does not shrink even when using the clothes dryer. I have been buying Nike compression shorts for my two teen athletes and now for my husband. They tell me the band is comfortable and they are light compression. No complaints at all over these last five years. They have tried some other brands and some are too tight and other brands have poor elastic in the waistband that ruins the shorts.","Comfortable and long lasting, does not shrink even when using the clothes dryer.",0,0,1,1,0,0,0,0
3155,,I have been buying Nike compression shorts for my two teen athletes and now for my husband.,0,0,0,0,0,0,0,1
3156,,They tell me the band is comfortable and they are light compression.,0,0,0,1,0,0,0,0
3157,,No complaints at all over these last five years.,0,0,0,0,0,0,0,1
3158,,They have tried some other brands and some are too tight and other brands have poor elastic in the waistband that ruins the shorts.,1,0,1,0,0,0,0,0
3159,"One of hubbys birthday presents, and he loves it!","One of hubbys birthday presents, and he loves it ",0,0,0,0,0,0,0,1
3160,These are at least thicker then normal but unfortunately they put in an elastic at the top of them. These are yoga pants there should be no additional elastic bands anywhere to dig in. I am a tall woman and they were long enough but the elastic band that they have in the top is small and uncomfortable so I will be returning.,These are at least thicker then normal but unfortunately they put in an elastic at the top of them.,0,0,1,0,0,0,0,0
